b'32.913762,-117.099402,2022-7-29 20:31:04,25.31,50.74,7.17\r,1,0\r\n'
b'32.913762,-117.099402,2022-7-29 20:31:04,25.31,50.87,7.19\r,1,0\r\n'
b'32.913767,-117.099406,2022-7-29 20:31:08,25.44,45.73,6.24\r,1,0\r\n'
b'32.913767,-117.099406,2022-7-29 20:31:08,25.38,35.67,6.21\r,1,0\r\n'
b'32.913773,-117.099412,2022-7-29 20:31:12,25.38,50.68,6.22\r,1,0\r\n'
b'32.913773,-117.099412,2022-7-29 20:31:12,25.44,55.67,6.21\r,1,0\r\n'
b'32.913775,-117.099416,2022-7-29 20:31:16,25.44,55.74,6.22\r,1,0\r\n'
b'32.913786,-117.099422,2022-7-29 20:31:18,25.44,50.68,6.22\r,1,0\r\n'
b'32.913792,-117.099430,2022-7-29 20:31:20,25.44,55.67,6.23\r,1,0\r\n'
b'32.913797,-117.099433,2022-7-29 20:31:22,25.38,40.66,7.19\r,1,0\r\n'
b'32.913790,-117.099428,2022-7-29 20:31:24,25.50,40.66,6.22\r,1,0\r\n'
b'32.913785,-117.099419,2022-7-29 20:31:26,25.44,55.60,6.22\r,1,0\r\n'
b'32.913790,-117.099423,2022-7-29 20:31:28,25.50,50.62,6.23\r,1,0\r\n'
b'32.913790,-117.099423,2022-7-29 20:31:28,25.50,45.62,6.22\r,1,0\r\n'
b'32.913790,-117.099423,2022-7-29 20:31:28,25.38,50.62,6.22\r,1,0\r\n'
b'32.913802,-117.099436,2022-7-29 20:31:36,25.50,45.62,6.22\r,1,0\r\n'
b'32.913817,-117.099449,2022-7-29 20:31:40,25.44,45.62,6.21\r,1,0\r\n'
b'32.913817,-117.099449,2022-7-29 20:31:40,25.50,45.62,6.22\r,1,0\r\n'
b'32.913818,-117.099452,2022-7-29 20:31:44,25.50,50.62,6.23\r,1,0\r\n'
b'32.913818,-117.099452,2022-7-29 20:31:44,25.50,45.68,6.21\r,1,0\r\n'
b'32.913825,-117.099459,2022-7-29 20:31:48,25.44,50.68,6.24\r,1,0\r\n'
b'32.913825,-117.099459,2022-7-29 20:31:48,25.38,55.81,7.16\r,1,0\r\n'
b'32.913834,-117.099465,2022-7-29 20:31:52,25.31,40.71,7.18\r,1,0\r\n'
b'32.913841,-117.099467,2022-7-29 20:31:54,25.31,45.73,7.18\r,1,0\r\n'
b'32.913838,-117.099463,2022-7-29 20:31:56,25.31,50.81,7.17\r,1,0\r\n'
b'32.913831,-117.099453,2022-7-29 20:31:58,25.38,50.68,6.22\r,1,0\r\n'
b'32.913839,-117.099449,2022-7-29 20:32:00,25.44,50.74,6.22\r,1,0\r\n'
b'32.913840,-117.099456,2022-7-29 20:32:02,25.38,50.74,6.22\r,1,0\r\n'
b'32.913841,-117.099452,2022-7-29 20:32:04,25.38,35.67,6.22\r,1,0\r\n'
b'32.913848,-117.099452,2022-7-29 20:32:06,25.38,60.72,6.23\r,1,0\r\n'
b'32.913848,-117.099452,2022-7-29 20:32:06,25.38,40.71,6.23\r,1,0\r\n'
b'32.913848,-117.099456,2022-7-29 20:32:12,25.31,40.76,7.16\r,1,0\r\n'
b'32.913848,-117.099456,2022-7-29 20:32:12,25.44,55.81,7.15\r,1,0\r\n'
b'32.913862,-117.099460,2022-7-29 20:32:16,25.25,50.74,6.21\r,1,0\r\n'
b'32.913862,-117.099460,2022-7-29 20:32:16,25.44,50.74,6.25\r,1,0\r\n'
b'32.913859,-117.099455,2022-7-29 20:32:20,25.44,55.67,6.25\r,1,0\r\n'
b'32.913859,-117.099455,2022-7-29 20:32:20,25.44,55.74,6.22\r,1,0\r\n'
b'32.913861,-117.099448,2022-7-29 20:32:24,25.38,45.73,6.24\r,1,0\r\n'
b'32.913861,-117.099448,2022-7-29 20:32:24,25.31,55.74,6.22\r,1,0\r\n'
b'32.913861,-117.099448,2022-7-29 20:32:24,25.38,50.74,6.24\r,1,0\r\n'
b'32.913875,-117.099447,2022-7-29 20:32:30,25.38,50.74,6.22\r,1,0\r\n'
b'32.913876,-117.099458,2022-7-29 20:32:32,25.25,50.74,6.22\r,1,0\r\n'
b'32.913870,-117.099470,2022-7-29 20:32:34,25.31,50.81,6.22\r,1,0\r\n'
b'32.913860,-117.099485,2022-7-29 20:32:36,25.19,50.81,6.22\r,1,0\r\n'
b'32.913852,-117.099503,2022-7-29 20:32:38,25.19,40.76,7.17\r,1,0\r\n'
b'32.913848,-117.099499,2022-7-29 20:32:40,25.31,45.85,7.18\r,1,0\r\n'
b'32.913842,-117.099498,2022-7-29 20:32:42,25.31,50.68,6.23\r,1,0\r\n'
b'32.913842,-117.099498,2022-7-29 20:32:42,25.44,50.68,6.22\r,1,0\r\n'
b'32.913837,-117.099521,2022-7-29 20:32:48,25.50,35.58,6.21\r,1,0\r\n'
b'32.913864,-117.099576,2022-7-29 20:32:52,25.50,40.71,7.16\r,1,0\r\n'
b'32.913864,-117.099576,2022-7-29 20:32:52,25.50,55.60,6.20\r,1,0\r\n'
b'32.913892,-117.099633,2022-7-29 20:32:56,25.44,50.68,6.22\r,1,0\r\n'
b'32.913892,-117.099633,2022-7-29 20:32:56,25.44,45.68,6.19\r,1,0\r\n'
b'32.913905,-117.099669,2022-7-29 20:33:00,25.31,50.74,6.21\r,1,0\r\n'
b'32.913905,-117.099669,2022-7-29 20:33:00,25.38,45.73,6.18\r,1,0\r\n'
b'32.913905,-117.099669,2022-7-29 20:33:00,25.38,40.71,6.22\r,1,0\r\n'
b'32.913889,-117.099755,2022-7-29 20:33:06,25.31,40.76,6.22\r,1,0\r\n'
b'32.913869,-117.099767,2022-7-29 20:33:08,25.25,40.81,6.21\r,1,0\r\n'
b'32.913848,-117.099768,2022-7-29 20:33:10,25.06,40.91,7.16\r,1,0\r\n'
